-2.90213,-0.0728047,0,0,-0.678025,0.735039
-2.89225,-0.198338,0,0,-0.688278,0.725447
-2.89011,-0.308122,0,0,-0.708725,0.705485
-2.89117,-0.41613,0,0,-0.712683,0.701486
-2.89255,-0.52593,0,0,-0.712026,0.702153
-2.89377,-0.633931,0,0,-0.711264,0.702925
-2.89611,-0.746981,0,0,-0.711445,0.702742
-2.90303,-0.856974,0,0,-0.711926,0.702255
-2.9045,-0.963163,0,0,-0.712064,0.702115
-2.90481,-1.0727,0,0,-0.711891,0.70229
-2.90504,-1.18461,0,0,-0.711677,0.702506
-2.90348,-1.2898,0,0,-0.711963,0.702217
-2.90228,-1.42147,0,0,-0.710473,0.703725
-2.90137,-1.53369,0,0,-0.710178,0.704022
-2.90076,-1.64532,0,0,-0.70969,0.704514
-2.90376,-1.75494,0,0,-0.710315,0.703884
-2.90518,-1.86575,0,0,-0.709942,0.70426
-2.90537,-1.97131,0,0,-0.709927,0.704275
-2.90541,-2.08331,0,0,-0.709946,0.704256
-2.90681,-2.1865,0,0,-0.709362,0.704844
-2.90641,-2.28756,0,0,-0.708702,0.705508
-2.91099,-2.39331,0,0,-0.709814,0.70439
-2.91411,-2.49418,0,0,-0.70989,0.704312
-2.91196,-2.60108,0,0,-0.709812,0.704391
-2.91107,-2.70298,0,0,-0.709397,0.704809
-2.91116,-2.80604,0,0,-0.708379,0.705833
